,timetweet,favcount,retwcount,id,name,text_clean,text_preprocessed,polarity_score,polarity
534,2022-10-20 14:50:47,0,0,1583108472459395074,yhsdeo,kek kominfo kerjanya ener aja xfxfxxc,"['kek', 'kominfo', 'kerja', 'ener', 'aja', 'xfxfxxc']",3,positive
535,2022-10-20 14:50:18,0,0,1583108350224789506,Gajah_Mada01,tercatat pendapatan total industri gim di indonesia telah mencapai  miliar dolar amerika serikat pada  kementerian kominfo eerapa waktu lalu memuat keijakan atasan usia untuk game indonesia game rating system  n n n,"['catat', 'dapat', 'total', 'industri', 'gim', 'indonesia', 'capai', 'miliar', 'dolar', 'amerika', 'serikat', 'menteri', 'kominfo', 'eerapa', 'muat', 'keijakan', 'atas', 'usia', 'game', 'indonesia', 'game', 'rating', 'system', 'n', 'n', 'n']",-1,negative
536,2022-10-20 14:49:17,1,0,1583108097593466880,vianicantiq,sejumlah layanan platform seperti faceook google tiktok atau lainnya akan diputus oleh kementerian kominfo jika kedapatan menyearkan konten hoaks mengenai pesta demokrasi pemilihan umum pemilu yang akan digelar pada xcxan n nn,"['layan', 'platform', 'faceook', 'google', 'tiktok', 'putus', 'menteri', 'kominfo', 'dapat', 'arkan', 'konten', 'hoaks', 'pesta', 'demokrasi', 'pilih', 'milu', 'gelar', 'xcxan', 'n', 'nn']",2,positive
537,2022-10-20 14:49:11,0,0,1583108071899148288,GarudaWisnu11,kementerian kominfo mendukung perkemangan ekosistem industri gim serta menciptakan inisiatif yang dapat mendorong laju pertumuhan para pelaku industri gim di indonesian n n,"['menteri', 'kominfo', 'dukung', 'kemang', 'ekosistem', 'industri', 'gim', 'cipta', 'inisiatif', 'dorong', 'laju', 'pertumuhan', 'laku', 'industri', 'gim', 'indonesian', 'n', 'n']",4,positive
538,2022-10-20 14:48:12,0,0,1583107825328615424,babegalak1,pengemangan industri gim lokal merupakan salah satu yang menjadi fokus kementerian komunikasi dan informatik dalam pemangunan ekosistem ekonomi digitaln n n,"['emang', 'industri', 'gim', 'lokal', 'salah', 'fokus', 'menteri', 'komunikasi', 'informatik', 'mangun', 'ekosistem', 'ekonomi', 'digitaln', 'n', 'n']",-5,negative
539,2022-10-20 14:44:43,0,0,1583106945593929729,Jifi,tegas kementerian kominfo akan lokir platform yang iarkan penyearan hoax pemilu n n n,"['menteri', 'kominfo', 'lokir', 'platform', 'iarkan', 'penyearan', 'hoax', 'milu', 'n', 'n', 'n']",-5,negative
540,2022-10-20 14:44:13,0,1,1583106819043790849,Aryprasetyo85,pengemangan industri gim lokal merupakan salah satu yang menjadi fokus kementerian komunikasi dan informatika kominfo dalaxexxa,"['emang', 'industri', 'gim', 'lokal', 'salah', 'fokus', 'menteri', 'komunikasi', 'informatika', 'kominfo', 'dalaxexxa']",-5,negative
541,2022-10-20 14:43:52,1,1,1583106731848388608,Elbarak_,pengemangan industri gim lokal merupakan salah satu yang menjadi fokus kementerian komunikasi dan informatika kominfo dalam pemangunan ekosistem ekonomi digitalnnn,"['emang', 'industri', 'gim', 'lokal', 'salah', 'fokus', 'menteri', 'komunikasi', 'informatika', 'kominfo', 'mangun', 'ekosistem', 'ekonomi', 'digitalnnn']",-5,negative
542,2022-10-20 14:36:55,2,3,1583104985201782784,LingkarOfficial,selamat kaupaten dan kota se jawa tengah para juara forum media tradisional jawa tengah jtg,"['selamat', 'paten', 'kota', 'jawa', 'juara', 'forum', 'media', 'tradisional', 'jawa', 'jtg']",-2,negative
543,2022-10-20 14:32:28,0,0,1583103865284890625,vianicantiq,kementerian kominfo tengah melakukan teroosan akselerasi demi mempercepat agaimana konektivitas itu isa menjangkau seluruh masyarakat indonesiannkominfo ini tantangan penerapan metaverse di indonesian n n,"['menteri', 'kominfo', 'teroosan', 'akselerasi', 'cepat', 'agaimana', 'konektivitas', 'isa', 'jangkau', 'masyarakat', 'indonesiannkominfo', 'tantang', 'terap', 'metaverse', 'indonesian', 'n', 'n']",-4,negative
545,2022-10-20 14:27:51,0,0,1583102702909009920,foirytale,wisnu    ayoo dukung kominfo kemangkan game lokal,"['wisnu', 'ayoo', 'dukung', 'kominfo', 'kemang', 'game', 'lokal']",6,positive
546,2022-10-20 14:24:48,0,0,1583101935279697922,setengahmalass,wisnu    mantap dukungan kominfo,"['wisnu', 'mantap', 'dukung', 'kominfo']",9,positive
547,2022-10-20 14:24:29,0,0,1583101853348134912,setengahmalass,wisnu    data lank spot dan lemah sinyal terseut merupakan sinkronisasi ersama kaupatenkota dan adan aksesiilitas telekomunikasi dan informasi akti kementerian kominfo,"['wisnu', 'data', 'lank', 'spot', 'lemah', 'sinyal', 'terseut', 'sinkronisasi', 'ersama', 'kaupatenkota', 'adan', 'aksesiilitas', 'telekomunikasi', 'informasi', 'akti', 'menteri', 'kominfo']",0,neutral
548,2022-10-20 14:11:05,2,0,1583098483137196033,herylink,purwadi  aku iyen wis tau ngusulke nomer sing dialokasikan kominfo kpd opsel kui ora gratis kudu diregani isa nampah pemasukan negara tur ya en ora njuk dha diguwak ning aku malah dimungsuhi wong sak aratarat,"['purwadi', 'iyen', 'wis', 'tau', 'ngusulke', 'nomer', 'sing', 'alokasi', 'kominfo', 'kpd', 'opsel', 'kui', 'ora', 'gratis', 'kudu', 'regan', 'isa', 'nampah', 'pasu', 'negara', 'tur', 'ya', 'en', 'ora', 'njuk', 'dha', 'diguwak', 'ning', 'dimungsuhi', 'sak', 'aratarat']",3,positive
549,2022-10-20 14:09:43,1,0,1583098136955797504,kominfo_lotim,yukkkkkk cek erita selengkapnya di wesite kami ya  xfxfxxnn,"['yukkkkkk', 'cek', 'erita', 'lengkap', 'wesite', 'ya', 'xfxfxxnn']",-1,negative
550,2022-10-20 14:09:14,0,2,1583098015208067073,Aryprasetyo85,avp dua jurus kominfo dalam menjaga ruang digital tetap kondusif menjelang pemilihan umum pemilu yaitu melalui edukasi literasxexxa,"['avp', 'jurus', 'kominfo', 'jaga', 'ruang', 'digital', 'kondusif', 'jelang', 'pilih', 'milu', 'edukasi', 'literasxexxa']",-3,negative
552,2022-10-20 14:07:50,4,0,1583097666426531847,Eunoiaas,yg kayak gini cocok jadi kominfo mirip ketollannya,"['yg', 'kayak', 'gin', 'cocok', 'kominfo', 'ketollannya']",-2,negative
553,2022-10-20 14:07:30,3,2,1583097580841361408,vita_AVP,dua jurus kominfo dalam menjaga ruang digital tetap kondusif menjelang pemilihan umum pemilu yaitu melalui edukasi literasi digital kepada masyarakat dan pemantauan konten negatif di medsos dengan menggunakan cyerotnn n,"['jurus', 'kominfo', 'jaga', 'ruang', 'digital', 'kondusif', 'jelang', 'pilih', 'milu', 'edukasi', 'literasi', 'digital', 'masyarakat', 'pantau', 'konten', 'negatif', 'medsos', 'cyerotnn', 'n']",-1,negative
556,2022-10-20 14:01:39,0,2,1583096108787838977,Aryprasetyo85,aank kominfo ungkap tantangan penerapan metaverse di indonesianndirektur pemerdayaan informatika kementerian komunikasi dan informxexxa,"['aank', 'kominfo', 'tantang', 'terap', 'metaverse', 'indonesianndirektur', 'daya', 'informatika', 'menteri', 'komunikasi', 'informxexxa']",-6,negative
558,2022-10-20 13:44:23,0,2,1583091764415516673,YRadianto1,avp kominfo sudah ekerja sama dengan platform digital faceook google tiktok atau lainnya ihwal pemerantasan hoaks sejak xexxa,"['avp', 'kominfo', 'ekerja', 'platform', 'digital', 'faceook', 'google', 'tiktok', 'ihwal', 'rantas', 'hoaks', 'xexxa']",-7,negative
559,2022-10-20 13:43:49,0,0,1583091621255852032,Glagadjangjaya,semakin cakep digitalnindonesia glagadjangjayaoydamhorioycom internasional dana terseut kominfo informatika  jam optimal ekerja elum saya terima ukti transaksi keuangan dari internal asia masih saya oydamhori simpan,"['cakep', 'digitalnindonesia', 'glagadjangjayaoydamhorioycom', 'internasional', 'dana', 'terseut', 'kominfo', 'informatika', 'jam', 'optimal', 'ekerja', 'elum', 'terima', 'ukti', 'transaksi', 'uang', 'internal', 'asia', 'oydamhori', 'simpan']",11,positive
561,2022-10-20 13:39:50,7,2,1583090618791710720,vita_AVP,kominfo sudah ekerja sama dengan platform digital faceook google tiktok atau lainnya ihwal pemerantasan hoaks sejak  melalui aturan penyelenggara sistem elektronik pse kominfo nn n nn,"['kominfo', 'ekerja', 'platform', 'digital', 'faceook', 'google', 'tiktok', 'ihwal', 'rantas', 'hoaks', 'atur', 'selenggara', 'sistem', 'elektronik', 'pse', 'kominfo', 'nn', 'n', 'nn']",-8,negative
562,2022-10-20 13:35:46,0,13,1583089593834143744,sofiana12_,ahkan di aplikasinya gk ada logo ojk adanya logo kominfo kominfo coyyyy kominfo wake up guyxexxa,"['ahkan', 'aplikasi', 'gk', 'logo', 'ojk', 'logo', 'kominfo', 'kominfo', 'coyyyy', 'kominfo', 'wake', 'up', 'guyxexxa']",-4,negative
564,2022-10-20 13:34:17,0,0,1583089223229673473,siMbah_73,tutup saja semua itu agar tdk terjadi hingar ingar lagi dng demikian tugas kominfo menjadi ringan sampai akhirnya tdk diperlukan lagi,"['tutup', 'tdk', 'hingar', 'ingar', 'dng', 'tugas', 'kominfo', 'ringan', 'tdk']",-10,negative
565,2022-10-20 13:34:06,0,0,1583089176786120707,vianicantiq,kementerian kominfo mendukung perkemangan ekosistem industri gim serta menciptakan inisiatif yang dapat mendorong laju pertumuhan para pelaku industri gim di indonesiannangun ekonomi digital kominfo fokus kemangkan game lokaln n,"['menteri', 'kominfo', 'dukung', 'kemang', 'ekosistem', 'industri', 'gim', 'cipta', 'inisiatif', 'dorong', 'laju', 'pertumuhan', 'laku', 'industri', 'gim', 'indonesiannangun', 'ekonomi', 'digital', 'kominfo', 'fokus', 'kemang', 'game', 'lokaln', 'n']",7,positive
566,2022-10-20 13:33:47,0,0,1583089096813006848,WaspadaOnline,kadis kominfo injai presentasikan pelayanan keterukaan informasi pulik,"['kad', 'kominfo', 'injai', 'presentasi', 'layan', 'keterukaan', 'informasi', 'pulik']",-4,negative
567,2022-10-20 13:31:19,0,0,1583088476550885376,Jifi,kementerian kominfo mendukung perkemangan ekosistem industri gim serta menciptakan inisiatif yang dapat mendorong laju pertumuhan para pelaku industri gim di indonesiannangun ekonomi digital kominfo fokus kemangkan game lokaln  n,"['menteri', 'kominfo', 'dukung', 'kemang', 'ekosistem', 'industri', 'gim', 'cipta', 'inisiatif', 'dorong', 'laju', 'pertumuhan', 'laku', 'industri', 'gim', 'indonesiannangun', 'ekonomi', 'digital', 'kominfo', 'fokus', 'kemang', 'game', 'lokaln', 'n']",7,positive
568,2022-10-20 13:30:56,1,0,1583088378739707904,WhawanSigit_,id kominfo  terimakasih infonya kak xfxfxxf,"['id', 'kominfo', 'terimakasih', 'info', 'kak', 'xfxfxxf']",2,positive
570,2022-10-20 13:24:46,0,0,1583086826101039104,HimapentikaUNRI,divisi kaderisasi dan diikuti oleh seluruh pengurus himapentika periode  pada pukul  sd selesai di ruangan fnnhimapentika dihatiku xexdxaxefxxfnkenapa kita disini karena kita keluargannnnn,"['divisi', 'kaderisasi', 'ikut', 'urus', 'himapentika', 'periode', 'sd', 'selesai', 'ruang', 'fnnhimapentika', 'hati', 'xexdxaxefxxfnkenapa', 'keluargannnnn']",-8,negative
572,2022-10-20 13:19:35,0,0,1583085523174064130,vianicantiq,menkominfo   mengatakan asosiasi televisi swasta indonesia atvsi ersama kominfo terus menggencarkan sosialisasi agar proses aso erjalan maksimal nnhal ini erkaitan jelang penyelenggaraan migrasi siaran analog ke digital pada  novemer n,"['menkominfo', 'asosiasi', 'televisi', 'swasta', 'indonesia', 'atvsi', 'ersama', 'kominfo', 'gencar', 'sosialisasi', 'proses', 'aso', 'erjalan', 'maksimal', 'nnhal', 'erkaitan', 'jelang', 'selenggara', 'migrasi', 'siar', 'analog', 'digital', 'novemer', 'n']",9,positive
573,2022-10-20 13:19:02,0,0,1583085384400936960,balaibahasa_su,kegiatan yang erlangsung dari pagi hingga malam hari ini menghadirkan narasumer  diantaranyanl manik dari agian sustansi data pusdatin hamzah fansuri dari  kemenpan r dan njusuf asimatupang dari direktorat tata kelola aplikasi informatika kominfo rin,"['giat', 'erlangsung', 'pagi', 'malam', 'hadir', 'narasumer', 'diantaranyanl', 'manik', 'agian', 'sustansi', 'data', 'pusdatin', 'hamzah', 'fansuri', 'kemenpan', 'r', 'njusuf', 'asimatupang', 'direktorat', 'tata', 'kelola', 'aplikasi', 'informatika', 'kominfo', 'rin']",-10,negative
577,2022-10-20 13:18:13,0,0,1583085177877975040,DeckyYM,kominfo kan kurang dipercaya uat ngurus eginian nnapa iya isa,"['kominfo', 'percaya', 'uat', 'ngurus', 'eginian', 'nnapa', 'iya', 'isa']",2,positive
580,2022-10-20 13:17:30,0,0,1583084999477075968,bpjkalongan,sahaat npekerjaan pemeliharaan rutin ruas atang  wonotunggal  surjonn n n njtg,"['sahaat', 'npekerjaan', 'pelihara', 'rutin', 'ruas', 'atang', 'wonotunggal', 'surjonn', 'n', 'n', 'njtg']",3,positive
584,2022-10-20 13:15:48,0,0,1583084568893980677,bpjkalongan,sahaat npekerjaan pemeliharaan rutin ruas anyuputih  plantungannn n n njtg,"['sahaat', 'npekerjaan', 'pelihara', 'rutin', 'ruas', 'anyuputih', 'plantungannn', 'n', 'n', 'njtg']",3,positive
586,2022-10-20 13:14:22,0,0,1583084207730892800,bpjkalongan,sahaat npekerjaan pemeliharaan rutin ruas keonagung  ts ka atangnn n n njtg,"['sahaat', 'npekerjaan', 'pelihara', 'rutin', 'ruas', 'keonagung', 'ts', 'ka', 'atangnn', 'n', 'n', 'njtg']",3,positive
587,2022-10-20 13:14:16,2,0,1583084185983406080,muspen_kominfo,penasaran ahasa apa yang digunakan oleh para leluhur untuk erkomunikasi yuk langsung aja kita simak cerita lengkapnya di youtue museum penerangan dengan link erikutn,"['penasaran', 'ahasa', 'leluhur', 'erkomunikasi', 'yuk', 'langsung', 'aja', 'simak', 'cerita', 'lengkap', 'youtue', 'museum', 'terang', 'link', 'erikutn']",-1,negative
588,2022-10-20 13:14:15,7,3,1583084180618952705,muspen_kominfo,rau seru edisi spesial ulan ahasa  xfxfxxannhalo muspeners xfxfxxnzaman dahulu manusia erkomunikasi dengan gamar xfxfxxnnpada rau seru edisi spesial ulan ahasa kali ini kita akan menelusuri jejak ahasa para leluhur ersama kang adhi peneliti pusat riset arkeometri rin xfxfxxaxfxfxaxaf,"['rau', 'seru', 'edisi', 'spesial', 'ulan', 'ahasa', 'xfxfxxannhalo', 'muspeners', 'xfxfxxnzaman', 'manusia', 'erkomunikasi', 'gamar', 'xfxfxxnnpada', 'rau', 'seru', 'edisi', 'spesial', 'ulan', 'ahasa', 'kali', 'telusur', 'jejak', 'ahasa', 'leluhur', 'ersama', 'kang', 'adhi', 'teliti', 'pusat', 'riset', 'arkeometri', 'rin', 'xfxfxxaxfxfxaxaf']",14,positive
589,2022-10-20 13:14:15,0,0,1583084179604262913,fahmikemex,sudah sering dilaporkan situs judi   ini masih s diakses ini jg  ada lagi ni  sudah inox ke kominfo divhumas dan kapolri tp tidak ada tanggapan,"['lapor', 'situs', 'judi', 's', 'akses', 'jg', 'ni', 'inox', 'kominfo', 'divhumas', 'kapolri', 'tp', 'tanggap']",7,positive
598,2022-10-20 13:11:04,0,0,1583083378382733313,Infosumutku,peringati maulid nai muhammad sawnplt kadis kominfo sumut ajak pegawai teladani nainn,"['ingat', 'maulid', 'nai', 'muhammad', 'sawnplt', 'kad', 'kominfo', 'sumut', 'ajak', 'pegawai', 'teladan', 'nainn']",4,positive
600,2022-10-20 13:10:20,0,0,1583083194089615362,mahdiuchiha23,lirik kominfo,"['lirik', 'kominfo']",0,neutral
607,2022-10-20 13:06:20,6,5,1583082187380752384,detikcom,menkominfo johnny g plate menyeut kominfo saat ini sedang menyiapkan tim satuan tugas atau satgas khusus pemilu  tim ini dientuk untuk mencegah perpecahan angsa akiat dari disinformasi di dunia digital,"['menkominfo', 'johnny', 'g', 'plate', 'menyeut', 'kominfo', 'tim', 'satu', 'tugas', 'satgas', 'khusus', 'milu', 'tim', 'dientuk', 'cegah', 'pecah', 'angsa', 'akiat', 'disinformasi', 'dunia', 'digital']",-8,negative
608,2022-10-20 13:05:37,0,0,1583082006958993408,ajekrina,kominfo terima kasih,"['kominfo', 'terima', 'kasih']",3,positive
609,2022-10-20 13:04:22,0,48,1583081692524208128,Imahalim,xexaxaxefxxfpenipuan tiket pesawat travel agent mekar jaya ri an puji triyanti xexaxaxefxxf nna long threadnnelajarlah darxexxa,"['xexaxaxefxxfpenipuan', 'tiket', 'pesawat', 'travel', 'agent', 'mekar', 'jaya', 'ri', 'an', 'puji', 'triyanti', 'xexaxaxefxxf', 'nna', 'long', 'threadnnelajarlah', 'darxexxa']",8,positive
610,2022-10-20 13:03:02,1,0,1583081356875427841,kominfomagetan1,gandeng konten kreator diskominfo ajak generasi milenials erekspresi tanpa lupa jatixcxadiri,"['gandeng', 'konten', 'kreator', 'diskominfo', 'ajak', 'generasi', 'milenials', 'erekspresi', 'lupa', 'jatixcxadiri']",-4,negative
611,2022-10-20 12:58:10,1,0,1583080131211726848,kominfomagetan1,sosialisasikan cara ijak ermedsos polres magetan ajak pelajar uat kontenxcxapositif,"['sosialisasi', 'ijak', 'ermedsos', 'polres', 'magetan', 'ajak', 'ajar', 'uat', 'kontenxcxapositif']",-1,negative
612,2022-10-20 12:56:35,0,0,1583079735688826886,bpjkalongan,sahaat npekerjaan pemeliharaan rutin ruas wonotunggal  ts ka pekalongannn n n njtg,"['sahaat', 'npekerjaan', 'pelihara', 'rutin', 'ruas', 'wonotunggal', 'ts', 'ka', 'pekalongannn', 'n', 'n', 'njtg']",3,positive
616,2022-10-20 12:55:20,1,0,1583079421547753472,kominfomagetan1,muslimat nu magetan gelar festivalxcxasholawat,"['muslimat', 'nu', 'magetan', 'gelar', 'festivalxcxasholawat']",2,positive
617,2022-10-20 12:49:30,1,0,1583077951423139840,kominfomagetan1,kaupaten magetan raih award peduli ketahanan pangan jawa timur tahunxcxa,"['paten', 'magetan', 'raih', 'award', 'peduli', 'tahan', 'pangan', 'jawa', 'timur', 'tahunxcxa']",4,positive
619,2022-10-20 12:36:03,0,0,1583074565265457153,vianicantiq,kementerian kominfo mengungkapkan melalui penyelenggaraan igdx mendorong tumuh dan erkemangnya para profesional di idang game terutama agar kemampuan isnis dan keterampilannya terus meningkatn n,"['menteri', 'kominfo', 'selenggara', 'igdx', 'dorong', 'tumuh', 'erkemangnya', 'profesional', 'idang', 'game', 'mampu', 'isnis', 'terampil', 'meningkatn', 'n']",4,positive
620,2022-10-20 12:31:28,0,0,1583073415132389378,EfendiEi,tegas kominfo akan lokir platform yang iarkan penyearan hoax pemilu xfxfxxdnn n,"['kominfo', 'lokir', 'platform', 'iarkan', 'penyearan', 'hoax', 'milu', 'xfxfxxdnn', 'n']",-5,negative
621,2022-10-20 12:30:39,0,0,1583073205928927234,WhawanSigit_,kominfo id  yeayy allhamdllh terimakasih anyak min xfxfxxfxfxfxxf tw gak isa kirim dm ke twitter mimin kirim data dirinya kemana min,"['kominfo', 'id', 'yeayy', 'allhamdllh', 'terimakasih', 'anyak', 'min', 'xfxfxxfxfxfxxf', 'tw', 'gak', 'isa', 'kirim', 'dm', 'twitter', 'mimin', 'kirim', 'data', 'mana', 'min']",6,positive
622,2022-10-20 12:30:29,0,0,1583073166490226688,utamanewscom,plt kadis kominfo sumut ajak pegawai teladani nai kita erharap maulid ini dapat memeri kita motivasi dan penyemangat dalam melakukan pekerjaan kita mestilah kita kerjakan apa yang diajarkan nai kita teladani kata ilyas sitorusn,"['plt', 'kad', 'kominfo', 'sumut', 'ajak', 'pegawai', 'teladan', 'nai', 'erharap', 'maulid', 'meri', 'motivasi', 'semangat', 'kerja', 'mesti', 'kerja', 'ajar', 'nai', 'teladan', 'ilyas', 'sitorusn']",8,positive
623,2022-10-20 12:27:35,1,0,1583072434462203905,fauziah_sifa28,kominfo ini tantangan penerapan metaverse di indonesia xfxfxxaexfxfxxaxfxfxxann n,"['kominfo', 'tantang', 'terap', 'metaverse', 'indonesia', 'xfxfxxaexfxfxxaxfxfxxann', 'n']",-4,negative
624,2022-10-20 12:27:32,0,0,1583072421694742529,irene1ie,chae lo kominfo ya isa nemus wa orang,"['chae', 'lo', 'kominfo', 'ya', 'isa', 'nus', 'wa', 'orang']",4,positive
625,2022-10-20 12:26:32,0,0,1583072171399999489,Syaffa_id,kominfo   alhamdulillah terima kasih xfxfxxa,"['kominfo', 'alhamdulillah', 'terima', 'kasih', 'xfxfxxa']",8,positive
626,2022-10-20 12:26:29,0,0,1583072157596528645,detikinet,menkominfo johnny g plate menyeut kominfo saat ini sedang menyiapkan tim satuan tugas atau satgas khusus pemilu  tim dientuk untuk mencegah perpecahan,"['menkominfo', 'johnny', 'g', 'plate', 'menyeut', 'kominfo', 'tim', 'satu', 'tugas', 'satgas', 'khusus', 'milu', 'tim', 'dientuk', 'cegah', 'pecah']",-7,negative
627,2022-10-20 12:25:41,0,0,1583071956337033219,BaznasJateng,untuk keselamatan angsa dan negara mari kita istigosah ersama hadir langsung via zoom dan youtue jateng,"['selamat', 'angsa', 'negara', 'mari', 'istigosah', 'ersama', 'hadir', 'langsung', 'via', 'zoom', 'youtue', 'jateng']",10,positive
628,2022-10-20 12:24:11,0,0,1583071580657422337,bpjkalongan,sahaat npekerjaan pemeliharaan rutin ruas randudongkal  jatinegarann n n njtg,"['sahaat', 'npekerjaan', 'pelihara', 'rutin', 'ruas', 'randudongkal', 'jatinegarann', 'n', 'n', 'njtg']",3,positive
634,2022-10-20 12:22:39,0,0,1583071193053429762,bpjkalongan,sahaat npekerjaan pemeliharaan rutin ruas pemalang  randudongkalnn n n njtg,"['sahaat', 'npekerjaan', 'pelihara', 'rutin', 'ruas', 'malang', 'randudongkalnn', 'n', 'n', 'njtg']",-2,negative
635,2022-10-20 12:22:01,0,0,1583071033242038272,Syaffa_id,kominfo alhamdulillah terima kasih  sukses selalu untuk kominfo,"['kominfo', 'alhamdulillah', 'terima', 'kasih', 'sukses', 'kominfo']",11,positive
636,2022-10-20 12:19:19,9,1,1583070353693511681,muspen_kominfo,agi muspeners yang eruntung segera kirim data diri ke epen yann id  nnagi yang elum eruntung jangan sedih ya karena masih anyak lagi giveaway dan challenge seru dari muspen lho xfxfxaxxfxfxexxfxfxexannterima kasih sudah erpartisipasi xfxfxxfxfxfxfxxfxfxx,"['agi', 'muspeners', 'eruntung', 'kirim', 'data', 'epen', 'yann', 'id', 'nnagi', 'elum', 'eruntung', 'sedih', 'ya', 'anyak', 'giveaway', 'challenge', 'seru', 'muspen', 'lho', 'xfxfxaxxfxfxexxfxfxexannterima', 'kasih', 'erpartisipasi', 'xfxfxxfxfxfxfxxfxfxx']",1,positive
637,2022-10-20 12:19:18,20,4,1583070350879100928,muspen_kominfo,halo muspenersnnselamat malamndan selamat kepada pemenang yang eruntung pada giveaway dalam rangka hari museum indonesia tahun  xfxfxaxxfxfxexxfxfxexa,"['halo', 'muspenersnnselamat', 'malamndan', 'selamat', 'menang', 'eruntung', 'giveaway', 'rangka', 'museum', 'indonesia', 'xfxfxaxxfxfxexxfxfxexa']",5,positive
638,2022-10-20 12:14:56,0,0,1583069251341938694,risnayoha1977,yeay setuju hoi itu kudu menghasilkan so temen itu harus yang sesuai ya kan neh itu kata kak ichwan dalam acara roadshow workshop literasi digital lampung  oktoer  di cafe wood acaranya kerennnnn,"['yeay', 'tuju', 'hoi', 'kudu', 'hasil', 'so', 'temen', 'sesuai', 'ya', 'neh', 'kak', 'ichwan', 'acara', 'roadshow', 'workshop', 'literasi', 'digital', 'lampung', 'oktoer', 'cafe', 'wood', 'acara', 'kerennnnn']",9,positive
639,2022-10-20 12:10:58,0,0,1583068254603382784,dowerrio,menang lelang  ghz telkomsel tunggu surat resmi dari kominfo xfxfxxaexfxfxxann n,"['menang', 'lelang', 'ghz', 'telkomsel', 'tunggu', 'surat', 'resmi', 'kominfo', 'xfxfxxaexfxfxxann', 'n']",-2,negative
640,2022-10-20 12:05:21,0,0,1583066841894658048,MangJamet,angun ekonomi digital kominfo fokus kemangkan game lokal xfxfxxann n,"['angun', 'ekonomi', 'digital', 'kominfo', 'fokus', 'kemang', 'game', 'lokal', 'xfxfxxann', 'n']",3,positive
641,2022-10-20 12:03:49,0,1,1583066455653830658,CryptoKuta,dirjen informasi dan komunikasi pulik kemkominfousman kansong nnlayanan platform seperti faceookgoogletiktok atau laxexxa,"['dirjen', 'informasi', 'komunikasi', 'pulik', 'kemkominfousman', 'kansong', 'nnlayanan', 'platform', 'faceookgoogletiktok', 'laxexxa']",-3,negative
642,2022-10-20 12:03:44,3,1,1583066433604374528,CryptoKuta,dirjen informasi dan komunikasi pulik kemkominfousman kansong nnlayanan platform seperti faceookgoogletiktok atau lainnya akan diputus oleh kemkominfo jika kedapatan menyearkan konten hoaks pemilu yang akan digelar dua tahun laginn nn,"['dirjen', 'informasi', 'komunikasi', 'pulik', 'kemkominfousman', 'kansong', 'nnlayanan', 'platform', 'faceookgoogletiktok', 'putus', 'kemkominfo', 'dapat', 'arkan', 'konten', 'hoaks', 'milu', 'gelar', 'laginn', 'nn']",-3,negative
643,2022-10-20 12:02:40,0,0,1583066167261831169,HardyThe1,mentri kominfo ini odohnggak ngerti it kok jadi mentri,"['tri', 'kominfo', 'odohnggak', 'ngerti', 'it', 'tri']",0,neutral
644,2022-10-20 12:02:06,0,0,1583066023200436225,uzoneindonesia,pemilu  tahun lagi kominfo siapkan ruang digital eas hoaks,"['milu', 'kominfo', 'siap', 'ruang', 'digital', 'eas', 'hoaks']",-2,negative
645,2022-10-20 11:59:20,0,3,1583065328665649153,Muthmainnah_18,ikuti talk show umkm digital cemerlang melaju ersama kementerian kominfo yang akan memahas tips erisnis di era digitxexxa,"['ikut', 'talk', 'show', 'umkm', 'digital', 'cemerlang', 'laju', 'ersama', 'menteri', 'kominfo', 'memahas', 'tips', 'erisnis', 'era', 'digitxexxa']",6,positive
646,2022-10-20 11:58:53,1,0,1583065212378574848,Marbot_Udien,wisnu    pengemangan industri gim lokal merupakan salah satu yang menjadi fokus kementerian kominfo dalam pemangunan ekosistem ekonomi digitaln,"['wisnu', 'emang', 'industri', 'gim', 'lokal', 'salah', 'fokus', 'menteri', 'kominfo', 'mangun', 'ekosistem', 'ekonomi', 'digitaln']",-3,negative
647,2022-10-20 11:58:40,0,0,1583065160167878657,tb_aank,seelum memahas mahalnya gadget seenarnya infrastrukturnya sudah sampai enggak ke masyarakat indonesia itu saja akan menjadi suatu challenge yang sangatsangat luar iasa kata oni dalam konferensi pers di kantor meta di capital place,"['seelum', 'memahas', 'mahal', 'gadget', 'seenarnya', 'infrastruktur', 'masyarakat', 'indonesia', 'challenge', 'sangatsangat', 'iasa', 'oni', 'konferensi', 'pers', 'kantor', 'meta', 'capital', 'place']",5,positive
648,2022-10-20 11:58:21,0,0,1583065079649808384,Marbot_Udien,tercatat total pendapatan industri gim di indonesia telah mencapai  miliar dolar amerika serikat pada tahun  kementerian kominfo eerapa waktu lalu memuat keijakan atasan untuk game indonesia game rating system igrsn,"['catat', 'total', 'dapat', 'industri', 'gim', 'indonesia', 'capai', 'miliar', 'dolar', 'amerika', 'serikat', 'menteri', 'kominfo', 'eerapa', 'muat', 'keijakan', 'atas', 'game', 'indonesia', 'game', 'rating', 'system', 'igrsn']",-1,negative
